objectid,ctyua19cd,ctyua19nm,st_areasha,01/03/2020,02/03/2020,03/03/2020,04/03/2020,05/03/2020,06/03/2020,07/03/2020,08/03/2020,09/03/2020,10/03/2020,11/03/2020,12/03/2020,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,10/10/2020,11/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,17/10/2020,18/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,24/10/2020,25/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,31/10/2020,01/11/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,07/11/2020,08/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,14/11/2020,15/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,21/11/2020,22/11/2020,Upper Tier Local Authority District code (2019),IMD - Average rank,IMD - Rank of average rank,IMD - Average score,IMD - Rank of average score,IMD - Proportion of LSOAs in most deprived 10% nationally,IMD - Rank of proportion of LSOAs in most deprived 10% nationally,IMD 2019 - Extent,IMD 2019 - Rank of extent,IMD 2019 - Local concentration,IMD 2019 - Rank of local concentration,Residents,Households,Dwellings,Household_Spaces,Aged_16plus,Aged_16_to_74,Employed_16_to_74,Household_Residents_16plus,Residents_3plus,Males,Females,Household_Resident,Communal_Resident,Age_0_to_19,Age_20_to_29,Age_30_to_44,Age_45_to_64,Age_65_to_84,Age_85plus,Mean_age,Median_age,White_British_and_Irish,White_other,Mixed,Indian,Pakistani,Bangladeshi,Chinese,Other_Asian,Black,Other_ethnicity,Christian,Other_religion,No_religion,Religion_not_stated,CoB_United_Kingdom,CoB_Ireland,CoB_EU_Member_pre_2001,CoB_EU_member_pre_2011,CoB_Other,Little_or_no_English,Single,Married_couple,Cohabiting_couple,Same_sex_couple,Legal_couple_living_apart,Separated,Divorced,Widowed,Lone_person,Couple_no_kids,Couple_dependent_kids,Lone_parent_dependent_children,All_fulltime_students,Other_household_type,Households_with_0_residents,Detached,Semidetached,Terraced,Flats,Caravan_or_other,Owned,Social_rented,Private_rented,Living_rent_free,Crowded_housing,Long_term_ill,Standardised_illness_ratio,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,Provides_unpaid_care,No_qualifications,GCSE,A_level,Degree_plus,Cars_0,Cars_1,Cars_2plus,Work_from_home,Public_Transport,Private_Transport,Other_Transport,Employee_Parttime,Employee_Fulltime,Self_employed,Unemployed,Fulltime_student,Retired,Student_Econ_Inactive,Looking_after_home_or_family,Longterm_sick_or_disabled,Economically_inactive_Other,Never_worked,Longterm_unemployed,Higher_manager_prof,Lower_manager_prof,Intermediate_occupations,Small_employer_self_employed,Lower_supervisory_technical,Semi_routine_occupations,Routine_occupations,Long_unemp_never_worked,Agriculture_forestry_and_fishing,Mining_and_quarrying,Manufacturing,Electricity_gas_air_conditioning,Water_and_waste,Construction,Motor_vehicles,Transport_and_storage,Accommodation_and_food_service,Information_and_communication,Financial_and_insurance,Real_estate,Scientific_and_technical,Administrative_and_support,Public_administration_and_defence,Education,Human_health_and_social_work
41,E06000043,Brighton and Hove,82870742.12,0,0,0,1,0,0,1,0,0,2,0,0,2,0,2,2,0,4,2,3,3,3,4,7,6,9,12,8,9,6,6,19,13,11,13,11,10,16,20,6,13,8,12,11,17,18,13,15,15,11,9,11,17,12,7,11,12,5,18,19,7,8,4,12,6,11,8,4,7,2,4,7,5,6,4,7,2,4,2,6,5,5,5,3,5,5,13,12,6,4,11,6,9,9,11,6,6,5,3,3,4,3,7,4,1,3,0,2,0,2,4,3,4,1,2,1,1,1,1,1,1,1,4,1,0,0,0,0,0,1,2,4,0,1,3,2,1,1,2,1,1,1,3,4,3,5,3,1,1,3,3,0,0,0,2,0,3,2,2,2,0,0,1,2,1,2,4,2,0,3,2,0,4,4,4,6,1,2,4,6,9,2,5,2,3,3,9,5,8,5,9,8,3,23,9,13,3,7,4,7,1,4,1,2,1,5,6,5,6,4,10,10,17,26,21,30,52,36,32,38,35,46,58,36,22,44,58,54,30,49,39,48,83,96,94,79,80,59,53,96,77,62,66,37,38,29,67,77,57,51,56,71,73,100,78,87,56,64,45,22,70,34,42,23,25,12,0,E06000043,16209.04,89,20.761,87,0.0909,62,0.1682,80,30811.93,62,273369,121540,124417,126827,229024,210792,139823,221950,264238,136108,137261,266059,7310,46466,51127,65653,61140,29708,5984,35259.11357,34330,223790,19722,10408,2996,649,1367,2999,3267,4188,3983,117276,16050,115954,24089,230484,2677,9130,5609,25469,2498,81015,69645,30964,6425,2573,4499,15755,11074,44294,26349,27550,8637,2873,20474,5287,12897,24174,26001,63700,55,65835,18187,35959,1559,2418,44569,88903.50127,134673,91970,32298,11151,3277,23967,36775,58813,36599,84423,46415,51727,23398,10618,34491,57999,36715,27492,75999,27241,7818,12303,19625,20567,7249,8813,3685,863,3023,26509,56144,27854,23746,11523,25073,16096,9785,151,64,5237,1152,651,8594,19167,5860,9143,8583,9367,2490,10788,7018,6213,17332,18779
42,E06000044,Portsmouth,40383367.17,,,,,,,,,1,0,0,1,1,3,3,5,3,3,4,3,1,8,9,6,14,5,3,5,2,4,1,6,5,10,6,10,10,8,12,10,9,13,7,4,11,12,6,9,5,3,1,14,27,13,12,6,16,9,11,11,9,13,8,2,6,9,14,7,5,0,3,1,0,7,1,2,2,3,5,3,2,0,2,1,0,1,3,2,4,1,1,0,0,1,0,0,2,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,4,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,3,1,0,0,1,0,1,3,2,0,0,0,0,1,5,0,0,0,0,1,2,3,3,1,0,1,4,1,0,7,3,2,0,3,3,2,3,1,1,5,6,9,6,3,1,0,1,2,4,2,7,5,10,6,2,13,10,7,10,6,9,5,14,12,20,29,26,43,36,46,56,77,57,54,57,48,79,60,75,73,46,36,70,94,88,90,62,42,49,84,86,80,59,68,37,23,115,73,69,85,65,64,79,114,107,87,108,116,53,49,102,53,72,67,33,25,0,E06000044,20660.69,45,26.899,46,0.12,52,0.2473,61,31824.64,35,205056,85473,88091,88638,167256,153705,96619,162345,196712,103201,101855,200052,5004,40431,39752,41524,44906,23071,4341,24194.45959,23264,173384,7798,5467,2911,539,3649,2611,2764,3777,2156,106999,11359,71826,14872,180032,862,3368,4553,16241,2441,53136,58957,20764,1828,2082,3781,12647,9150,27471,18449,22354,7335,2910,14289,3165,3667,13809,39699,31323,140,47722,15611,21098,1042,1633,32859,59968.12529,97795,71443,25464,7995,2359,17136,35405,53598,30068,39630,28533,37396,19544,3280,11845,57184,24310,20626,57743,11551,6536,9378,16385,16380,6297,5813,2996,810,2730,13751,30907,21096,13137,11846,22944,19675,8443,127,41,8426,1303,656,8065,14303,4664,6629,3541,2614,1145,3887,5547,9324,9763,12147
43,E06000045,Southampton,49857409.44,,,,1,0,0,0,0,0,2,0,0,2,0,1,2,1,2,3,3,6,4,6,2,6,15,13,10,9,18,19,14,17,10,11,12,9,15,13,23,9,7,10,11,18,8,16,20,15,6,17,20,23,25,11,8,21,17,19,20,19,11,13,11,21,14,16,6,10,4,8,12,16,20,10,4,4,6,10,8,6,18,5,4,2,1,7,6,2,12,5,8,2,11,2,12,2,3,2,7,1,3,3,2,1,1,5,6,1,0,1,0,1,0,0,0,1,0,1,0,2,2,1,2,3,1,0,1,0,5,3,4,0,0,0,0,0,1,2,1,2,0,6,2,4,3,0,2,0,1,0,1,1,0,0,0,7,2,1,0,0,0,4,1,2,2,3,0,0,2,0,2,2,1,3,5,6,7,2,5,0,0,1,1,2,3,8,3,4,2,3,2,3,0,6,2,1,1,3,7,12,11,4,3,3,5,14,4,2,12,8,15,9,19,22,13,11,20,17,18,32,38,21,17,22,18,28,30,29,33,30,20,49,42,54,71,56,43,55,63,89,57,62,72,58,28,86,73,71,66,76,51,68,95,113,74,72,97,56,53,83,60,38,41,20,24,4,E06000045,20786.7,44,26.876,47,0.1284,50,0.2836,55,31172.89,54,236882,98254,100596,101272,195534,180201,112608,187146,227281,119453,117429,228459,8423,44904,51169,48888,49298,26104,4672,28338.82844,27225.5,185726,17802,5678,6742,3019,1401,3449,5281,5067,2717,122018,18775,79379,16710,195231,1357,4571,11370,24353,5304,62358,68845,23772,1942,2796,4066,13118,10249,33241,21965,23356,6918,2955,16737,3018,13336,26029,21324,40516,67,49886,22867,24449,1052,2726,38399,72428.6601,112653,82880,29278,9223,2848,20363,40991,59652,33882,48145,28996,43938,25320,3737,14317,69928,24626,22856,68082,12964,7631,11660,17775,20857,7449,7330,3597,1117,2958,15982,32826,22441,14213,13628,29170,24665,10460,240,84,9556,735,739,8900,19642,7505,7242,3370,4702,1303,6375,5846,4677,11639,15091
44,E06000046,Isle of Wight,379688061.8,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,0,1,1,1,2,0,3,1,7,1,1,3,2,4,2,5,2,5,2,2,1,0,4,8,1,4,1,0,6,4,10,25,10,17,6,9,34,6,16,17,3,11,5,8,14,7,3,2,8,6,14,7,12,1,0,10,8,5,7,4,4,1,1,5,0,15,5,0,1,1,1,1,3,1,1,1,0,1,0,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,2,2,2,1,0,1,0,1,1,3,1,0,0,0,0,2,1,2,0,2,1,3,1,3,0,0,4,0,1,1,5,4,0,3,2,6,11,1,2,0,6,5,2,5,3,2,0,9,9,7,6,7,5,1,11,11,12,11,8,5,3,24,13,24,21,13,12,1,26,16,17,24,11,16,2,29,8,18,11,11,0,0,E06000046,19454.34,57,23.294,71,0.0337,94,0.1654,81,29227.47,91,138265,61085,67506,67676,115589,99747,59299,111118,134503,67424,70841,133713,4552,22570,13498,23176,39525,27884,5070,21079.7439,22118.5,131846,2699,1709,435,80,131,219,649,303,194,83671,2369,40950,11275,131068,651,1520,1056,3970,365,22607,53541,12829,680,1325,2222,8907,9007,19957,18508,14063,4164,19,8538,6591,23164,19067,10573,14423,449,43179,6523,10639,744,584,31246,56245.20395,56420,50514,22378,6921,2032,16420,28078,42059,14128,26163,13761,28314,19010,3923,3662,38077,13637,15728,30353,11553,4386,2198,20478,3661,3933,4504,2953,417,1764,8741,23433,14464,15057,9408,19755,13515,5518,735,70,5335,227,351,5034,9379,2380,5393,1090,888,927,2568,2266,4047,5831,9277
45,E06000047,County Durham,2231479855,,,,,,,,,1,0,0,0,0,1,1,0,2,2,2,3,3,3,10,6,13,14,14,19,13,20,26,52,36,37,31,26,86,63,54,58,56,52,29,45,39,50,62,55,76,50,63,60,82,79,71,65,47,57,85,99,72,65,58,42,57,77,65,32,37,37,40,76,57,33,55,52,58,34,43,32,45,39,30,34,21,17,19,29,11,17,9,18,17,13,9,16,11,2,5,4,11,3,5,5,4,9,5,3,3,3,5,7,1,4,10,1,5,3,3,2,1,3,0,2,1,5,2,0,1,2,7,4,0,0,2,0,3,3,2,2,0,0,1,7,1,2,0,3,4,0,2,0,4,1,1,0,3,2,1,1,3,2,2,4,2,4,17,12,3,12,5,5,9,11,7,2,7,7,13,11,10,11,7,10,10,18,31,30,45,25,30,38,40,35,28,19,17,34,31,37,55,58,51,73,79,73,81,103,54,84,66,102,142,124,160,171,143,191,276,243,351,359,296,226,294,302,360,374,261,245,192,164,296,285,285,218,164,151,145,237,231,250,246,230,165,226,351,252,274,325,266,272,257,380,355,340,292,297,182,193,291,290,231,170,175,92,38,E06000047,20206.86,50,26.793,48,0.1204,51,0.3043,45,31437.78,50,513242,223803,233485,233537,425258,383796,227894,412617,496111,251280,261962,500288,12954,89710,65783,96150,143595,81518,10827,71848.18456,73840,496893,6876,3094,1368,463,241,1598,1186,701,822,369715,5884,107281,30362,496579,915,3771,2832,9145,1264,97195,195198,46333,2704,3540,8597,29133,29917,70007,61706,57384,17145,1517,33189,9734,44287,85322,89782,13826,320,147835,45004,28142,2822,1682,121286,230086.1026,217373,171564,82404,32568,9333,60055,116948,142631,57957,91249,60926,96086,66791,9642,17763,172978,27511,50595,143922,25309,17013,10262,65444,23837,14190,24887,8337,2989,6724,29447,75448,51076,30565,36145,71956,71029,25984,2124,922,29983,2417,2197,18824,33261,10272,12257,4564,5063,2699,8789,9165,19738,23836,31923
46,E06000049,Cheshire East,1166353435,,,,,,,1,0,0,1,1,3,2,3,1,0,4,4,4,1,3,5,2,7,12,11,14,8,13,13,18,32,28,14,19,28,33,28,33,39,29,29,19,32,28,30,42,31,37,27,35,29,37,56,36,39,26,38,29,42,62,41,31,27,28,35,49,29,25,16,14,29,26,69,24,24,16,16,26,29,29,30,17,13,15,14,24,18,21,20,13,12,14,9,16,29,10,4,11,9,19,9,8,12,6,14,12,13,10,8,13,0,3,8,4,11,12,5,3,4,3,3,5,1,4,3,4,2,1,3,4,0,1,2,5,2,4,5,4,1,0,1,0,2,1,1,1,2,6,1,9,4,3,2,2,11,2,3,5,2,3,1,5,9,7,5,7,5,1,7,4,3,6,4,7,1,7,4,4,5,7,7,9,8,16,20,19,11,8,9,27,11,12,14,15,15,6,18,11,18,21,24,16,19,22,28,40,29,33,30,28,64,70,59,57,76,60,60,81,86,110,77,70,73,68,114,89,98,93,76,89,68,136,135,139,109,140,106,83,150,121,120,95,120,102,67,167,126,107,132,143,98,103,219,133,136,130,103,72,63,108,144,124,78,59,46,1,E06000049,11380.72,131,14.475,128,0.0171,110,0.0852,111,28150.06,109,370127,159441,166236,166329,304374,270953,181136,299338,358268,181409,188718,365065,5062,63656,37635,72047,105673,61684,9688,52795.18128,54923,348505,9435,3873,2147,856,504,1125,1428,1402,852,254940,6573,83973,24641,349833,1826,3219,5141,10108,2109,61977,154583,32557,2091,2738,5267,19571,20554,47328,47567,42040,9367,173,22333,6888,58368,53498,35582,18101,780,119545,18141,19938,1817,1126,64831,120580.8033,181595,123065,47306,14247,3914,40003,59806,97794,37854,97248,25709,65543,68189,13462,9439,134473,23762,38940,106863,29056,8742,7652,46446,11341,9591,8327,3995,1002,3412,40822,70594,39105,30636,22377,39970,30976,11312,2611,364,22226,711,1125,10925,29530,9329,9152,7359,7579,2799,14487,8691,6629,16972,22343
47,E06000050,Cheshire West and Chester,919924485.6,,1,0,0,0,0,0,0,0,2,2,1,0,0,2,2,1,2,4,3,2,3,5,4,5,5,17,11,23,16,18,29,26,36,31,32,31,30,28,27,25,16,27,15,22,22,29,31,25,24,22,44,28,29,24,24,17,37,47,32,33,37,25,26,23,27,34,20,41,18,21,35,32,32,34,24,23,19,31,28,29,12,19,20,16,8,26,14,25,22,9,12,20,14,11,13,5,10,7,6,6,8,6,9,9,6,8,10,8,5,5,1,3,2,5,7,11,3,3,4,11,7,5,4,1,9,5,0,3,8,14,3,2,3,1,7,3,6,3,2,1,4,3,0,2,6,3,3,6,2,3,3,8,2,0,3,4,5,5,3,0,0,4,3,0,7,4,3,0,3,3,8,7,2,5,2,4,1,8,3,3,5,3,8,9,15,13,6,15,7,28,16,11,15,19,12,5,17,13,28,14,25,31,22,34,37,32,33,40,35,39,42,56,64,63,75,57,74,81,102,108,102,81,81,65,110,97,96,101,99,72,91,134,124,136,93,94,84,120,140,135,121,143,118,80,91,156,127,146,154,167,109,131,206,174,174,125,138,108,109,139,113,101,86,53,25,1,E06000050,13862.96,112,18.083,106,0.0755,70,0.1578,86,30211.25,72,329608,141442,147568,147746,271473,243155,160138,268208,318942,160586,169022,326236,3372,56892,38307,64058,91808,53169,7931,46401.00289,47763,314350,6675,3050,1242,336,576,935,1008,908,528,231126,4414,72649,21419,313621,1932,2931,3249,7875,1175,61625,132336,29193,1835,2292,4478,17952,18497,41841,40503,36688,9071,618,21792,6304,43673,52927,32082,18045,1019,101193,20808,17734,1707,1115,60995,114279.7878,159777,108967,42604,14259,4001,37121,56940,89392,35042,79712,26297,58893,56252,9450,9962,119444,21282,36206,95642,21856,8949,8125,39893,10746,8620,9574,3544,1028,3351,31423,59472,34344,23303,22984,39996,30272,11099,1978,459,18485,845,1475,10220,27313,6779,9483,4993,7914,2127,11390,7504,7860,15373,18915
48,E06000051,Shropshire,3197306819,,,,,,,1,1,1,1,1,3,0,0,0,0,0,4,2,5,2,4,4,10,4,14,10,13,13,9,10,13,8,19,8,7,10,9,18,14,5,8,16,16,15,9,15,21,8,17,11,30,23,21,20,24,16,18,28,24,18,16,24,13,23,14,14,34,20,24,25,17,23,22,14,23,11,15,23,25,30,21,26,11,8,12,10,14,15,16,10,7,26,8,37,10,18,6,4,12,11,10,8,7,8,4,13,13,3,3,2,7,4,4,0,7,4,3,5,3,7,3,4,3,4,1,1,3,1,2,3,1,1,0,2,0,0,0,0,0,0,3,2,1,10,0,1,2,1,8,1,7,1,1,0,0,1,1,0,2,1,0,5,8,2,1,2,3,2,2,6,6,1,2,4,3,4,4,3,3,3,6,2,8,11,5,6,5,2,3,12,11,9,4,6,2,2,3,8,13,7,18,12,11,16,18,17,24,8,19,13,17,26,20,33,22,10,12,21,46,54,24,40,30,35,51,43,42,31,46,31,21,54,65,58,59,58,53,52,82,112,91,93,96,68,43,170,92,81,115,106,87,102,148,132,133,110,99,59,57,90,90,84,68,58,37,5,E06000051,14862.2,100,17.153,110,0.0104,113,0.0426,129,25796.55,129,306129,129674,135572,135645,252979,223892,150748,245878,296805,151606,154523,298183,7946,52564,32238,55358,87038,54892,8407,42342.5878,44001,293457,6417,2168,752,216,208,1020,893,580,418,210268,3655,69725,22481,291742,1200,2819,3188,7180,1270,49919,126482,28403,1604,2248,3862,16100,17260,37540,40603,31978,6710,49,19504,5971,53529,45289,22807,12957,1063,90518,17448,19421,2287,1033,56826,99838.86436,142309,106909,41475,11979,3457,34260,56943,85041,30749,69558,20483,54671,54520,12532,5547,107226,25443,34760,83106,28535,7350,5232,37833,8764,7529,7237,3546,856,2837,24307,55189,31270,33157,18850,38595,27800,10112,5807,245,15942,547,1419,12527,24248,5864,8283,4021,2946,2027,7832,5932,10279,15144,20642
49,E06000052,Cornwall and Isles of Scilly,3548808518,,1,0,1,1,2,0,0,1,1,1,0,1,1,1,3,2,5,2,6,3,3,6,3,4,11,15,10,11,11,20,21,17,18,15,11,19,14,16,18,12,13,20,21,10,8,30,19,15,9,9,14,11,17,17,17,25,19,13,25,26,8,11,14,8,16,12,13,10,7,5,18,8,4,4,6,5,3,5,5,9,2,4,1,2,5,5,2,3,6,0,2,4,1,2,2,4,4,2,1,1,10,8,1,0,0,1,1,1,0,0,0,1,2,3,1,1,0,1,0,0,0,4,2,1,1,2,1,2,3,0,1,0,0,0,0,2,2,0,0,0,3,3,2,5,3,3,1,2,1,1,4,0,0,1,1,7,1,2,1,2,0,3,5,0,2,2,0,0,1,2,4,4,2,1,2,1,4,2,2,1,2,0,5,7,7,12,1,2,3,4,4,6,7,4,11,15,8,5,8,15,18,42,7,32,28,33,54,54,22,6,17,20,24,16,19,10,19,32,24,34,27,20,19,6,21,32,24,13,23,19,27,32,26,48,71,34,28,28,41,49,37,64,33,21,22,73,50,74,46,69,28,48,90,126,72,56,73,51,37,69,51,48,50,45,29,1,E06000052,19382.41,60,23.072,72,0.0521,82,0.1323,96,29411.09,84,534476,231378,260271,260735,444189,390480,245838,435454,518039,258907,275569,525555,8921,89413,54976,94025,154137,99949,15798,79036.52938,82580.5,513771,11254,4418,837,107,280,1004,1208,764,833,319575,7269,162062,45570,510735,1709,5115,4318,12599,1647,87327,216197,52590,3082,4615,7221,32423,31999,69605,72172,54286,13108,731,34584,29357,98036,63647,59379,35377,4296,160701,27834,38899,3944,2601,114023,209281.0119,241894,179559,79429,25960,7634,63412,99501,156678,58221,111131,40429,103219,87730,21362,9388,173838,41250,59998,123848,53446,12712,10811,73814,16739,15543,16994,6575,1283,4536,32876,89882,51635,66639,36872,70689,50639,17955,7426,1603,19319,874,1873,22052,41260,9277,22689,4251,3741,3490,11580,10713,15596,23881,33176
51,E06000054,Wiltshire,3255367602,1,0,2,1,0,0,0,0,0,1,3,1,4,0,0,4,1,4,5,4,4,6,6,8,5,7,18,7,3,13,10,10,10,15,9,18,13,10,11,17,5,16,11,17,5,17,14,9,11,14,10,22,17,32,35,16,31,33,30,25,21,21,34,15,10,30,24,32,24,14,17,69,36,38,11,8,6,15,16,10,15,13,8,5,3,7,9,7,15,11,9,5,7,5,6,17,14,4,1,3,2,1,0,2,0,0,2,0,2,0,1,0,1,2,1,2,2,2,0,0,1,1,1,4,1,0,1,0,4,2,2,3,2,0,0,4,1,3,0,3,3,2,6,4,1,3,2,1,4,1,4,9,5,0,1,3,7,3,2,1,0,1,4,2,4,4,8,4,2,3,1,6,5,2,2,1,4,1,0,9,4,1,0,11,10,19,18,15,14,4,7,4,8,3,11,7,5,4,8,9,7,6,5,12,7,5,6,8,8,8,10,13,22,14,14,21,9,19,23,30,29,40,30,23,25,38,56,47,29,40,37,29,62,45,80,60,67,38,53,79,55,52,82,56,56,27,101,90,57,78,57,66,53,90,101,84,87,98,88,78,130,117,76,64,71,47,2,E06000054,11265.53,133,13.447,133,0.0035,127,0.0288,137,24617.67,136,470981,194194,201991,202145,380013,339595,239216,368240,453983,231754,239227,457954,13027,86846,50191,91597,129660,73526,11962,64015.40392,66807.5,442106,12865,5568,1547,215,595,1210,2611,3228,1036,301651,8107,125045,36178,433908,2118,9473,5827,19655,2022,69952,198170,40314,2370,3606,6708,24130,22990,51845,60877,54466,12022,36,26970,7951,70890,62583,44213,22947,1512,132546,28591,29968,3089,1810,75244,135830.133,234318,160362,57221,14974,4106,47608,70782,133269,48130,112067,28660,80315,85219,17608,13625,168475,39508,50806,143218,38102,9999,8667,49893,11119,13554,9102,5135,1037,3666,46148,89345,53063,39954,27942,52637,39152,12403,4105,245,21693,951,1685,17274,35563,8512,12266,10236,7601,3401,16091,10678,29723,22352,25598
52,E06000055,Bedford,476378677.2,,,,,,,,,,,,,1,0,0,0,2,2,3,0,1,5,11,8,6,9,15,5,3,7,13,12,12,20,5,6,13,16,20,22,17,10,10,16,20,13,20,17,13,5,8,23,15,34,14,5,7,34,13,25,22,10,10,23,18,14,13,30,13,7,9,11,15,20,14,11,10,14,17,13,17,21,15,9,7,4,14,13,9,22,4,2,12,9,14,7,11,5,8,16,13,16,7,12,9,4,21,14,11,12,10,2,11,10,0,9,6,4,3,4,5,6,7,6,3,4,6,1,2,1,1,1,3,3,7,2,5,1,7,3,1,7,2,4,3,13,3,0,11,6,4,4,5,1,3,7,6,2,1,3,1,1,0,2,4,3,0,2,1,7,1,4,3,3,3,1,1,4,2,9,8,2,4,7,1,4,9,2,3,8,11,6,10,8,4,2,1,4,4,10,2,11,13,14,8,15,17,7,10,12,11,12,11,21,17,19,17,19,18,20,25,14,21,9,5,20,19,20,23,18,13,19,19,37,30,19,20,17,20,40,25,21,31,29,25,27,48,33,28,26,29,34,30,49,34,53,34,53,37,37,41,41,45,19,24,19,13,E06000055,15291.14,97,18.932,96,0.0388,90,0.1328,95,29286.44,89,157479,63812,67333,67653,125871,113764,75810,123054,151285,77312,80167,154536,2943,30504,19774,32838,40119,21441,3427,19790.91367,20099,114271,12575,5386,8122,3270,3225,905,2410,6202,1113,93346,16552,37229,10352,129755,1318,3966,5878,16562,4710,29805,59508,12531,870,1913,2687,8252,7488,18396,16240,18204,4854,325,10647,3841,18554,21776,14818,11898,607,42602,10252,10110,848,1287,25201,45074.54609,73860,56663,19812,5596,1548,16084,25645,41381,14882,35417,13137,26678,23997,4229,7250,52943,11388,15841,45943,10826,5060,4112,14517,6231,4918,3749,2567,733,1969,13482,26423,17156,11305,8566,17292,14552,6999,554,38,6440,516,609,5721,12949,4293,3412,2951,2080,997,5017,3729,4899,8827,9398
